,0
0,-7147.778483977774
1,-6653.226882874151
2,2389.5382591547677
3,9758.958550276002
4,9271.85924112273
5,-1014.9972293862374
6,4807.635798127507
7,-6502.3858891107375
8,2033.6585097628413
9,-4312.9827141040005
10,3710.9118079759646
11,8838.574827352888
12,4936.800504000392
13,-3090.832871873281
14,-3623.243888361263
15,2881.5150538384914
16,-2672.2160501071485
17,-14242.099505093298
18,-5638.134756346815
19,-9693.591880896827
20,-34256.062285840395
21,6798.251091707847
22,436.3553347552661
23,13372.306192708784
24,-6738.9876935756765
25,-13442.239233127912
26,13589.889811413363
27,-28441.306242404622
28,8575.597102816915
29,14978.029949902324
30,8601.824756267597
31,-9180.590132357785
32,5298.992020464735
33,-635.6895241632592
34,-25930.73869982967
35,7855.33405724226
36,-1306.9656715459423
37,6947.611693603452
38,14944.209479959682
39,2142.4547082395293
40,-9850.880545610795
41,11269.423992582364
42,17096.6656875856
43,406.95643129223026
44,-1468.356477682013
45,-5184.497053282335
46,-2372.3135942771332
47,10965.464063517516
48,1433.638386748964
49,-7225.390246536583
50,-327.39980495453347
51,-2080.1013859836385
52,2506.249629073427
53,-7201.744733309257
54,1943.3366045792354
55,-4840.410699598957
56,4322.468020006665
57,411.85748372762464
58,-4384.477215106483
59,-3317.795017712284
60,-8183.783640344976
61,-20001.74778240465
