,0
0,21372.78733435599
1,-17291.068545020185
2,19182.138419220923
3,18158.0110179896
4,5627.811117460486
5,6259.14341396722
6,-15998.226386386901
7,-5912.420491335215
8,946.6397441327572
9,4135.000341325998
10,-18105.91026140633
11,20111.818143540062
12,11685.739400519524
13,15906.86515395483
14,-12971.447359021055
15,-34169.92208078317
16,-16378.057970520575
17,-21580.871065734886
18,8048.972722931765
19,-9219.100448510377
20,19572.645114019746
21,21578.71490605385
22,-6004.315185163636
23,25338.02853575698
24,-3127.2196975068655
25,102694.02728937473
26,-1261.2445460711606
27,-1412.8600993750151
28,-4886.173798118485
29,8430.59965804941
30,18185.454948308645
31,-2347.4561054788064
32,-16240.306334019639
33,644.284288354218
34,-10829.349363625515
35,25052.57395056705
36,28199.084546323633
37,-6621.881556084845
38,-3094.400106990477
39,-18299.961842128076
40,12663.937903937185
41,22045.470953195123
42,14902.911425934639
43,7110.871127728606
44,-4137.7092621920165
45,4013.4635399286635
46,-7268.418402538635
47,3754.38505248446
48,7112.936383505585
49,-14332.010969237657
50,18701.804913850734
51,-5686.212653489085
52,122.5236697581131
53,-5948.486464390531
54,-10078.591906062793
55,-7278.575031598797
56,7278.94093944272
57,2119.7289257026277
58,11482.137585028773
59,-2590.2233286753763
60,6820.011812921381
61,1596.0797251244076
