,0
0,2246.3015126481187
1,-3269.952817868674
2,5800.254058998311
3,-1832.1897421162575
4,-3653.307655676501
5,1875.324039380066
6,11277.299229834694
7,5616.381629599258
8,-3665.684621731052
9,-9886.382284386083
10,10207.430662179599
11,-17398.787898683222
12,13002.09752801247
13,-2812.9800940279383
14,-291.3254735888913
15,-443.0692874363158
16,18960.037698552012
17,-9790.482422024477
18,11510.416238221573
19,11785.167323309463
20,7171.200791841606
21,16114.859533386538
22,8155.921317200642
23,3811.9350646184757
24,-22980.854361011647
25,-16727.974763666745
26,19920.868941338267
27,15890.611683984287
28,128.49519472103566
29,-13925.247737762984
30,-9715.872457697522
31,3963.831167079974
32,10657.791687057586
33,9038.569789956557
34,-7823.4098882724065
35,448.90173741290346
36,16388.563691946212
37,-1155.124878520146
38,7644.764181878185
39,1637.0458608302288
40,-322.60055184108205
41,5504.341879774816
42,-3801.7350699980743
43,-4886.778744377196
44,-10424.048588348087
45,-7077.390501855174
46,-1045.0196272041649
47,-11931.53726023552
48,-8179.798532530433
49,-6308.910626099678
50,-18663.421230065404
51,-26365.31942001148
52,24316.234793500043
53,470.946057833964
54,-768.829611008754
55,12920.172328290762
56,6578.217863663565
57,-3568.0181396109983
58,-2219.205525754718
59,8826.91444423655
60,10371.520839998499
61,7959.537198284641
