,0
0,1316.302448382019
1,-6894.541507199639
2,-6004.322592547396
3,-362.9359172679251
4,2835.7675402833847
5,12326.580416204757
6,-2775.047637201613
7,7637.241752374684
8,23.20299409213476
9,4722.901926647639
10,-2168.024298015167
11,2973.667708352674
12,-1280.7121854203288
13,-18845.731346825487
14,-964.4178536735708
15,-65.71159827406518
16,1139.0334835631074
17,-3044.763063713559
18,-1458.163731356035
19,2419.733862793306
20,-990.537089569727
21,-7827.038134721806
22,-335.4106208697194
23,-2305.933388596517
24,5457.845772837987
25,-13743.530566757312
26,5897.191182063078
27,1162.9247793814866
28,3127.2065470537636
29,-5867.592948560021
30,-4607.378733132151
31,3114.0562338967575
32,2995.3579912355635
33,-11145.856591582415
34,3088.0950110540725
35,-9574.13946184772
36,-11482.156285310979
37,-1835.1692415955476
38,-11503.733500989736
39,2823.149207480368
40,17063.124976383056
41,6367.920003541745
42,7947.949307443574
43,9011.642566022696
44,2478.3211491851835
45,-494.30113321065437
46,3772.2100980518153
47,-1511.8530452327104
48,-2225.6491014000494
49,-2087.200924539473
50,12581.325696665794
51,-136.47989901341498
52,11736.551046656561
53,-1208.61522003985
54,1548.6245265146717
55,-6417.649700196809
56,-3813.6043467026902
57,-340.9808103669202
58,7386.0233337056125
59,5116.653864080668
60,2986.3330593126593
61,6205.0270370843355
