,0
0,10993.016445527435
1,4562.036510199658
2,7833.637054992258
3,7388.095517145237
4,-10131.43590741593
5,7505.6780326796
6,57.69236243912019
7,-1747.6809736063005
8,4518.700549516361
9,1155.1843041487737
10,-4526.276273370953
11,-3061.4036758983275
12,2137.7147798248334
13,5476.701516943984
14,8195.77060045721
15,-460.3488648539642
16,-3295.0335606238805
17,-2381.2841513945023
18,3977.9051696016686
19,-3802.0560176455183
20,3224.2394373891875
21,5009.923482007347
22,2038.310061178403
23,4287.3735085078515
24,1338.8656825729413
25,-2913.5297604996013
26,-6053.770328601706
27,-5530.245894241612
28,2439.6599913031096
29,-1387.737258924637
30,11383.292233800865
31,2042.8766147980932
32,4210.802319502924
33,2061.3852383233607
34,-3044.0018171839183
35,954.1577770675067
36,3064.137063381262
37,7911.735335640493
38,96.6850119761657
39,4999.870313254185
40,-6190.805593465688
41,2401.9921240815893
42,-7362.715594829759
43,-2734.242651541601
44,2584.380701635033
45,-2805.122243506019
46,3063.826638740604
47,1038.2913795093773
48,4352.672216260922
49,5899.663247177028
50,143.3275376376696
51,-638.1707600719528
52,4373.818330775946
53,108.2323275640374
54,4991.536120513454
55,133.03558911720756
56,-10515.102626970038
57,-8378.060582816717
58,-2453.4200107890647
59,4374.738723124261
60,-537.5855966538657
61,10549.037142365472
