,0
0,12865.312239340856
1,-6759.310219641426
2,-12917.941314682364
3,10357.545344865648
4,5330.532735739718
5,13701.913858169923
6,1443.8001963875722
7,7795.551424957346
8,-4169.211371067446
9,-2624.8147345604375
10,-7016.21944712277
11,4912.960526966141
12,-10746.633792792447
13,1129.0555239946116
14,11290.150128805777
15,3668.5806001515593
16,7106.37345099193
17,-3144.048339146655
18,5171.219268755289
19,-4584.996435562964
20,7903.542626822484
21,-2252.608669313835
22,-3505.5352225350216
23,-484.30453698604833
24,9683.25450760452
25,-749.2824630602263
26,-514.6958345507737
27,-895.8732723619323
28,1180.3489590177778
29,1958.7702715523774
30,9828.43788779655
31,2426.0249283364974
32,6282.533470147871
33,-2861.1797044670675
34,-5793.592173031997
35,1891.086161694373
36,5955.419551526313
37,5645.395247453242
38,5233.799694160698
39,-1709.2398238716414
40,-6067.837153219734
41,-4985.3188173288945
42,3909.8704934495036
43,8029.766586504527
44,4389.915377387893
45,-1253.638466198463
46,-89.23621492285747
47,1083.618117050617
48,6574.315781035693
49,5251.076643217355
50,9583.567770718248
51,-1038.6596584883519
52,1728.3412404932315
53,6473.687691670028
54,509.3664240059443
55,-447.7588425432332
56,223.70144111837726
57,5387.655383761739
58,3106.2137803005753
59,-8445.370852019405
60,2026.0016869865358
61,8667.596836026874
