,0
0,10934.02941922308
1,9385.82687251619
2,3476.921732762363
3,684.5775651396252
4,-7597.599884719821
5,4461.678425937891
6,1443.828208205523
7,-2164.806667697383
8,-16071.368065032642
9,13257.690138205187
10,8972.544777453644
11,-9539.078331446508
12,-10641.262160602491
13,-5416.617237579776
14,-13332.785107380943
15,-34707.044372288045
16,20697.30710392166
17,-28575.24033879838
18,6343.458280452294
19,22510.44577776408
20,9256.055038635619
21,21472.161518660607
22,1593.1470157760195
23,14368.3702963104
24,248.35781178902835
25,-3311.469277868513
26,-227.30124066234566
27,754.8301412870642
28,9616.638046488399
29,10217.649536644341
30,-10251.593801209703
31,5494.700072805164
32,8893.457773595583
33,7773.576007788302
34,36072.26342888735
35,-29932.72547629592
36,-21963.62395303417
37,33496.46072157519
38,-5914.640685452381
39,5613.463307563914
40,-8171.738125781296
41,24050.895034668734
42,13047.725328086177
43,1274.740836701123
44,27811.49881596677
45,-265.06614462519065
46,18994.394967422588
47,-5874.698647482321
48,-13021.97637242754
49,9293.458855833625
50,-9931.857889572624
51,-7214.731248327764
52,-3946.7567294405308
53,-11367.787192934658
54,7207.832323831273
55,10534.356569939293
56,20044.903951274
57,6396.277644457761
58,-6935.330911644734
59,-7486.236463523237
60,5265.590654895874
61,9683.283083953196
