,0
0,21983.713957266766
1,3722.1289726294344
2,9441.207768819178
3,703.0874580852687
4,1200.533134881989
5,-310.6758968436625
6,-2153.268443665118
7,2896.006437955308
8,-2657.4461786367465
9,5330.8368085525
10,8155.805341695435
11,-6974.859066671459
12,4610.200277340831
13,-4060.8892589525785
14,4585.499316979083
15,-5303.917467039428
16,260.9754713944858
17,6850.9174849450355
18,6018.032144157682
19,1538.341511947685
20,3082.3763859875035
21,6057.785551178735
22,-3707.750423572492
23,-7088.248216126463
24,-31.205602357746102
25,192.12472389102913
26,7694.526520015555
27,5571.826736036339
28,-6270.613301606732
29,13298.126456837635
30,-554.4606043223757
31,3844.780400378164
32,-1847.8853757671313
33,7716.718893359415
34,1490.961875302717
35,588.2673290901585
36,4775.276025686297
37,837.2661467822036
38,5980.857109876815
39,-5893.46503180312
40,-3233.0759110989748
41,-5051.752615102916
42,-2568.163320504478
43,-1048.7164326132042
44,7989.717342203017
45,-6235.601444845088
46,6606.186838342226
47,1573.940038111643
48,5620.671438786318
49,-2418.9474702971056
50,-5677.75165035855
51,-5578.964488618658
52,1755.9245886619901
53,-18850.251271051355
54,938.5326000216883
55,7238.208076691721
56,-126.87004391802475
57,169.44572907930706
58,5681.432084806147
59,15577.871735500405
60,-4289.513452602201
61,-1671.7987559806788
